gml_id;dist_m;x;y
id557c3bb1-55d1-457f-b20d-0b0f58622004;11,9964473;686706,05;7659420,02
id5589c520-0f03-45ce-843d-b08b7a84a082;196,6641556;644799;7665283
id55a16293-be88-4d26-a12f-d5ed498d8b03;567,6879796;644830;7658925
id55d2c864-85ae-4add-b868-b1fc74a2a9fb;1943,836753;638424,74;7669090,5
id55ecd7fb-8e48-48d1-afeb-d624750e9aad;13,63394066;648105,05;7667543,67
id55edd226-6a1e-48ef-9e46-0f32fdb31dde;327,8633326;648028;7658858
id5610069f-fcb1-44d8-819e-fcd30b319191;12,73013714;639745;7691467
id5640f4b5-732a-41c2-a4b9-185ce7858185;72,33690456;674232;7663755
id56825d58-08df-4108-bf3c-e6dc0ce384bd;1953,890233;656756;7675606
id56894e7f-ccd9-4a1a-8019-e2ebb752da05;4002,950802;673132;7656969
id56a0fab8-21b2-4c40-916b-80120a8a298c;17,91345806;647962,354;7667578,395
id56dd4026-c19d-4636-bf32-b45a39404ef9;8,564855161;679054,92;7657227,24
id572df0e4-464b-4fd6-b36c-ce2c33308cd8;32,42511601;657614,317;7673326,314
id57a473bc-9062-4df9-b867-1e6ec520d4d2;1276,71577;646222,7408;7657648,462
id58108fbf-0a06-4f9f-86aa-18ed06e40d0e;17,22132289;656215,98;7648110,493
id58130466-8dd0-48fd-9442-6bbe9250372a;70,5891248;678722,944;7657699,292
id593b496b-6cd8-4453-aaf9-65715bbc99e2;271,4980362;645485,677;7662964,433
id594b69dd-545b-42c9-84b5-9021d99b7e11;10,35808982;648049,51;7667579,11
id5973bb0b-35ce-4433-a81b-023ac74bda7b;79,56984323;678462,1108;7663802,759
id599d07fb-c2b5-4f1a-b637-28e92a1afb5b;16,14258764;646637;7687506
id59b73273-5309-40c8-aba7-a1986a14f3c9;24,2601548;676242;7661871
id5a25b677-3568-45b7-b815-ebc5079d9cef;47,21723939;683832,133;7663474,092
id5acfc3e3-ee0d-4e54-8742-83d4af13adda;18,10690564;648275,93;7667856,67
id5b4d2fce-bac1-416f-976e-b7d91894b466;224,8488636;645710;7662789
id5b9ba50d-c1ad-4614-8d2b-9fc0a17adcf1;10,54289613;648245,744;7668114,832
id5baccb4d-9407-4e78-a4aa-f1f3598c5806;19,13147457;648008,921;7667528,208
id5be0fcf4-9026-4031-9823-b08845ab838a;17,87766259;683897;7663386
id5c0453cd-3977-4d3b-89ed-3c87b8334d64;29,92936536;645405;7686971
id5c0a9abc-31a5-4ea1-b5fd-37c11ab30e49;15,73185263;648075,61;7667279,94
id5c53026b-2c6e-4029-81e6-c76565d3f3cd;1231,768207;646080,556;7668540,59
id5c55e953-8fb0-478c-9ab5-1787b9600ae9;10,10243261;648239,595;7668103,588
id5c5630fb-cea7-43bc-b0c0-470bf2a33309;13,81342723;639751;7692159
id5c8ae4e6-feb8-4f28-8783-6d621eeec819;33,07485161;686657,75;7659594,34
id5d11ee59-75c8-4973-9253-cefb66f056e0;32,69991099;678632,988;7663740,979
id5d12e195-015d-46b5-8e44-688d4039e426;5296,218874;701418,8226;7655873,258
id5d4b6c95-0fc2-47ac-b9f3-3f31441be816;1223,248963;633684,599;7681318,072
id5dcd2252-e77c-4ee4-bfa9-469878819d8d;106,4715709;673963;7662410
id5e09a4c7-29b8-479a-87ce-3731d3b80b50;26,27846561;648337,631;7667403,551
id5efff616-f05e-4380-9c00-59d7a0cd8958;77,62392421;684316;7662857
id5f015150-5a9c-449b-a3e7-c0596f785543;150,6062392;639229,88;7679474,94
id5f533b18-0dce-4013-b4e2-38e9e0d3ad78;107,8768766;677794;7662731
id5f7de9c4-8e6c-4f3d-a969-efa51a0cc592;105,876899;658955,1;7672774,905
id5f888873-2412-4046-a30e-cb42b5e9717a;28,55797824;650282;7663727
id5f96c3f7-4ae4-4b33-bba4-99e303c1375c;17,19984715;647909,917;7667369,354
id5fa1594e-6009-4e76-9c92-fc3b42610f7a;15,51384041;683565;7660453
id5ff26ea3-aa90-44fb-883b-eaa30f179266;10,8807495;640099;7698097
id5ff70ac2-8992-4530-9c4b-faf978185e64;2011,913096;652650,173;7665604,724
id601448b2-2aee-4037-94a9-88b8837ea61e;77,31753522;679026,809;7658277,079
id6036c63c-4612-497e-8df5-57f2a49fc480;45,77977338;685700,696;7661962,459
id606c68d9-82d5-4d63-8621-e67a7fd953f0;26,04664118;684736;7662823
id60833194-0336-4138-9056-8a4c7326e2df;531,487426;660824;7672138
id60ca3d43-588d-473c-9ca8-83b5b74ecdf3;1174,721216;655999;7663727
id6149cee8-3a74-4713-a302-848802ebc07c;15,6636422;647863,81;7667283,153
id6154309c-321b-4394-b597-95756b014421;21,75008976;639726;7697892
id6176c1a8-a696-4118-b3eb-c4b2bba8eace;3646,188849;668872,193;7644453,635
id617d2b88-f8da-4a49-97ab-e90e021356c0;1175,220671;632925,06;7674683,47
id61df70bf-ab53-4f57-8553-df738efdfd38;21,29742324;640194;7698162
id624df2d1-549f-47c7-8ad4-6f60b3bf8232;45,93292629;639422;7686448
id626cdc20-3b90-4766-a327-ff17bca4b8e0;554,8675487;633466;7686037
id62a80012-b511-4e29-85ba-5e8011936b6f;31,44010117;686508;7659074
id62add4e9-c084-4aa4-b68e-e8b039c8565a;11,10123268;648035,07;7667884,55
id6300f245-d7a0-406f-9ee1-198d28d1734c;18,7822393;647694,89;7667455,01
id631f82fa-4d1a-49d6-b384-5605cf47dc4d;10,35598091;645083,8;7674787,85
id635756ae-7ef7-415d-bb27-ac2609ff972d;19,78828691;647956,46;7667283,82
id63693621-52d8-45e2-ba62-f4bca84900ee;86,84508381;664563;7669715
id6400b25e-9878-4a7e-80c2-2cace4438378;18,52331476;647813,01;7667373
id64242bf2-a86a-41c3-b853-8d0252a3fc61;2090,560759;630940,83;7677464,867
id64751793-423c-452d-bba9-7d6ef1a1a954;17,27475385;649142;7662833
id64f985f5-3f90-4c04-80d4-cc252262cc08;749,6291543;639674;7669032
id64ff03ff-034e-40d3-836a-7f79533c50a4;6178,377188;695578,533;7625813,824
id6560a42a-7948-4082-baf6-c5adb2c95287;294,5292831;687401;7657707
id66246b1a-9b7a-4627-8f5a-425d4974ded2;41,27817145;645579;7686450
id662ae663-cd6d-4673-bcc2-6be007700b44;1781,192378;663297,658;7640611,344
id66420ee0-ddef-4477-8fe0-ccb591002c94;167,2747982;633345,513;7678123,138
id66b144e6-44de-428d-9e97-0601c5226477;450,9338266;658683,776;7663466,55
id66c886b5-529d-4f5f-96a4-0e2b9626745f;11,43316724;647960,66;7667646,6
id66d20a37-8ddf-4658-bece-2de1384d7199;12,10629242;652064;7659762
id66f09e50-29ec-4bdf-a125-62b4e434ef53;4130,540211;693444;7627100
id6729d6ce-8cd0-4252-9d87-4b9de6d4eef3;98,00137459;673999;7662448
id674c9d7d-2659-4d79-84e9-6a86d746e786;18,64125278;686703;7661059
id67bf3a81-9947-4242-a55c-6faf5ebbd962;28,40411229;648158,556;7668058,492
id680b1c4b-7c98-4dfb-bae9-29bd91163910;2732,612976;672787,39;7658493,62
id68c1e4f9-7d74-4366-918e-761b3cd71b6f;151,1886435;632616,358;7686242,628
id69460e9f-492c-4132-b2de-93ac4a15dd27;15,90972317;686646;7659199
id694a789a-cc49-4033-9478-2e57ce71c6d6;25,06532516;648021;7667682
id6984f8ac-c8e6-4a27-a953-baeb57740043;37,28213584;676267;7661929
id69cbe3f6-423e-495a-9675-0069ddfc6505;185,6755828;643843;7679042
id6a253781-e78f-4f27-9ce0-9e41a8d7b8ef;26,8943823;644056,043;7681319,513
id6a3cce3a-5cc5-4209-b13f-3832a777582c;36,62009096;683861;7663258
id6a9c7381-46de-44f4-a9d7-d6d96522917f;21,6774475;639717;7692807
id6ac636ca-fbc4-4738-a0ff-49f77b242c6f;14,21710525;648322,84;7667368,04
id6b08d286-e48d-4105-9b73-f79ccbf63c5a;36,78636545;683421,444;7663738,281
id6b993f08-5b81-40fe-b04e-5838b3f1b0d6;1057,76721;660629;7656630
id6b9fad9e-88ff-4525-82e5-9f8080effeee;14,70737422;647808,49;7667584,88
id6bb30c54-b8fa-483a-9691-1c0f064b99b6;5286,836496;701405;7655853
id6bb920c9-7fe0-4926-b0ea-32af98902a97;21,8770703;647861,98;7667863,218
id6beb05b8-32be-44d8-b332-eaf2be0b748f;19,0814867;647883,282;7667382,553
id6c36db05-4338-4ecd-9a89-7060f872202d;25,41718302;644021;7675892
id6c83368d-bb43-4b92-b14e-2431f84588da;14,21815691;648144,442;7667336,068
id6c886305-172e-4cd0-b52c-9a6d41fe4ece;29,07624597;639020;7695375
id6c908db6-c821-4e22-a55a-a6bcaba388b6;124,8086911;690137,491;7636767,842
id6cd81695-9049-40fc-8f1f-20ef4075d641;11,05061142;648305,62;7667783,47
id6cde0481-c740-47af-a983-de1116b8949a;1664,11063;661622;7656795
id6d84e43b-d895-4f29-a7a7-5ea94f2f5deb;45,92051398;644622;7668338
id6dd0d615-a060-4ae8-a377-88cc8a3ddc46;581,4028313;644570;7674250
id6de2bb89-53fa-408c-abb5-a2f2f164123e;15,41819388;647785,53;7667390,46
id6e9dc819-769f-4d5a-9b17-28f81caae120;33,34927492;664204;7669916
id6eb13ef9-b919-4315-8c7d-7d25d96ae843;9,654683359;648236,784;7668071,087
id6ee459e9-88d2-4db3-a3bd-9f2542396061;12,1964925;648085,63;7667552,877
id6f09f7dd-6b98-4d25-ab64-c4565cd51f24;868,4710591;688693,96;7646677,857
id6f2d4ff2-b5b1-4cd3-8e63-6ee80bee5711;33,21123174;640231;7698140
id6f402d9d-2b5e-4e90-b486-5fc929c1dc9d;27,03173621;639759;7692234
id6f66ee62-7108-4fe7-bbb3-40f6e96c9dfd;11,67239387;640150;7698126
id6ff5e251-cf4b-48ae-841b-3cb0ffad8788;116,6260018;670375,93;7660431,98
id7164dca0-dbe7-4a8c-8839-24e86ab726c3;82,80620474;644746;7690037
id7166b241-3ee0-451b-9def-70a6a1fa85b9;100,2582517;653409,48;7671635,71
id716a748c-9633-43c5-b24f-f93503a059f1;20,35736868;639727;7691192
id71fafe58-99fa-4dfc-bba4-98309690999f;14,12377649;639787;7692171
id72162439-ac99-4615-82f3-4f3f95b25bce;19,51876042;647971,86;7667389,5
id721dbae4-5a8c-4613-bf66-c26f336a615a;1475,699863;632469;7679103
id724443dc-aff5-4d4e-949c-eaae34594833;208,5058994;689305;7657368
id7269ff59-3548-4173-a3ea-0967291ced63;38,45166882;647894,631;7667707,017
id729c0e52-5397-41dc-8a8c-f26992c80c9a;23,60697042;686654;7659436
id72c5ae75-900f-4e47-80e7-3937b0d97bc6;28,59642191;648740,174;7657007,147
id72e16bfc-a144-4a89-9478-956782bac2df;27,74106934;648053;7667651
id73967b85-59fb-4470-801f-e5017d08fe32;11,79725358;686658;7660297
id73e8379f-a3e9-4119-9739-0f986f25d8b3;1091,398309;652274;7657017
id740bc373-d895-4844-8619-45d8212ac8fa;138,1855267;658334,96;7658813,08
id74122b9c-6493-4070-988d-d1fc8ddb000d;11,35271928;680461;7663208,52
id7452894d-a4d1-464b-9749-73ca3e9dd3ae;26,05826894;647889,73;7667558,27
id7484a01c-15d2-4f82-80b6-d9ae39dc94a9;447,8501177;682181,187;7651363,803
id7536602a-9bf1-4618-9a8b-4faed1e67ec8;382,9669961;647347;7667718
id757be34f-1ec3-4118-89c3-dd378a2007a5;35,44012365;682951;7646665
id75933c0e-cebb-4212-84f7-d5ea9a887c98;25,20038583;649562;7672508
id768f1133-8ac2-4f4d-a990-3e683a8b1c20;22,20374438;638094;7682472
id76f622f2-7d6d-4b9c-b4cc-39465aab1ebf;371,2899058;632640;7676861
id773304bf-5a71-4bba-9283-0bae63e329c8;62,95487571;640230;7698184
id7760c2fa-2e05-4cd5-b07c-fe37b4ee571a;37,67315417;664859,962;7669538,716
id778400c1-a3c0-4c8b-9c34-de2a7cf7d6be;260,6669308;656166,565;7673414,743
id779854fa-4b14-4a2b-8979-381841e36670;1209,119671;660834;7656856
id77a63cb4-11d0-4b31-90eb-8edcaaf2ad5d;32,85646018;672512;7662115
id77fb95f9-b118-47a1-b8bb-1b6e708bc227;12,75919557;648127,809;7667942,735
id783bda99-2d93-4a92-952f-e1751a879776;158,4934941;677226;7663182
id78470c77-d53b-43bd-88d5-6e1244be6365;19,20287048;639399;7694736
id788ff3df-f39c-462b-a201-f4674fd77bdd;12107,23874;697683,21;7620212,763
id78e66120-32d7-4e91-894a-1e0fd0ab23ec;1210,826839;639151,415;7669536,593
id78ed87ee-8a83-409c-8d0a-3e0b881034f4;433,9476204;657660,977;7663847,586
id797f2b3b-1ee6-452d-90ed-5132df458cba;22,10313392;684283;7663021
id79e81ef1-d2cd-4999-9b7a-2c541773af42;66,08236835;682302;7662320
id79ee42cc-b2fd-4a32-a1bd-6ab3f2e79570;1130,345605;633104;7674605
id7aca1eed-6c6e-49e9-8b6d-a6cd6fef1d11;10,80462255;647937,019;7667758,689
id7b263a57-19df-49d3-83c6-c4676da66fe9;2178,544465;630808;7677165
id7c52e950-d207-4fa7-8f76-98de8830ab4d;9,762295528;682264;7662265
id7c7e3b28-9639-48ab-9d40-afa5230733c7;2173,087483;633063;7688258
id7c848db6-64d9-46ca-9095-47bcfbb73d09;12,94679613;648049,443;7667605,889
id7caf0ec0-ec83-4b05-befc-bd44f7dca606;13,70683557;663936,429;7670073,503
id7cb1c54e-ffae-4f39-82ff-d94f2d4519d7;11927,78207;684429,999;7622156,685
id7cf7d5e9-d2a5-4776-b706-f74a7cd12b05;407,6090444;647518;7658161
id7d1636af-b4b9-46df-97cc-f55abaccc75b;98,37774438;659074,86;7673678,43
id7d516da1-e6e5-49f7-aa34-193ccffe3126;828,5702157;644557,024;7685807,279
id7d645956-921e-4ad3-bd1a-48b59f1f17c1;70,29559557;679536;7663500
id7da9211e-31c6-455c-83f7-6d6bc432f910;34,33853018;637801;7687375
id7dd0ff0b-c181-417a-802e-7d1673d21732;41,51609165;647491;7658553,05
id7de14c0c-bfbe-4ee9-b8df-d83221c2c8cf;14,79630461;639835;7697982
id7e4a91ff-7f29-481e-a962-259c0c1e282e;87,51328294;639765;7694400
id7e7b23c5-4da5-4e40-8e24-854229f248e1;411,613042;673496,401;7661787,222
id7e9bc1a7-5b85-471b-89f7-5f3b802e5f54;99,72852075;663901;7659398
id7f0bcc5f-0461-42ca-ab82-c5454a2e7312;32,88609883;685045;7659245
id7f14ce37-8386-43c8-bcdf-2ab240021984;11,91135569;647570,326;7655703,69
id7f1dd388-c581-4d37-b46f-3fc14afcdb1b;18,39672748;681623;7652256
id7f2d30a5-d138-47c8-99d9-72092ade1305;27,74438703;645049;7687209
id7f2dc159-9cd1-4a19-99c0-7f2be636b62c;12,08075665;648271,01;7668114,81
id7f510651-c01f-4333-83c1-138f21e6a9d8;913,576861;660458;7656591
id7fb5df64-5736-4322-9e7b-603fa9b0cf3c;12339,53397;681921;7624465
id7fd1bd88-0861-4983-aee6-aaa749f6d58b;21,65699884;647870,88;7667320,72
id8034e22d-965f-402f-8df9-cbdd320e86d3;20,49788739;640025;7698188
id808faede-78da-4cb7-aed2-fbd19cae1f1d;43,61182818;656147,26;7671619,99
id8138b4ed-e1ae-459f-8adb-0169e07333a4;242,5731917;685421,473;7661931,497
id81434cb6-1752-4804-9844-cbf0b75c093e;109,2546718;666311;7659513
id81a0e2d2-5e76-4ea8-b129-136e93ca43c0;64,27497114;681696;7652308
id81ba5dc0-4ae4-4d3f-9346-bffe80d9bde1;30,26897352;648216;7667610
id8271d697-55d2-42aa-841d-f73b800fec98;18,6691388;639883,9;7685605,26
id82a01d99-453a-4213-8c3b-c1b614e69441;61,13472703;651728,977;7659973,484
id82b5931e-ad33-426d-9162-9893a0f64437;20,02344141;648169,04;7668007,16
id82e59a84-ceb7-4517-b966-4545dcfe7df1;940,6844921;660501;7656622
id82fc1e1e-7e87-4d6c-9221-1b81494f9af8;1320,714703;632475,09;7681647,51
id831e001a-adf1-4ce8-9bf6-5c8b464c9eb0;13,89014605;642090,09;7679738,05
id833a82d1-44b5-47d8-a740-c6422818f9ee;23,83123745;647747,874;7667549,59
id83cd9320-e758-4994-81b5-ae9f1742e10f;55,35026903;671511;7662934
id84f61335-e33e-422c-8251-7647e0e7f1ab;16,41153533;648075,98;7667666,01
id85e342a2-3e16-4721-a206-4265f8272535;15,34386156;648197,427;7667935,604
id862e8a15-06e4-41d7-b023-dcb447461670;304,6172331;647741;7654598
id866b029d-b5d8-49e8-9bc4-6f9ed7052700;48,91443336;684705,905;7662834,241
id86714868-6c6e-4bdf-a154-034dd146836d;19,78707935;648218,8;7667425
id86769e80-42dd-4ea5-b451-e6b32ff30a95;119,0772855;685584;7661964
id86971c3e-9292-4ba6-9652-0ea42a76d20d;297,3663534;656514,972;7650333,475
id86a6ff11-0255-42e0-a27b-53b9069c169a;70,63829219;686758;7660104
id86ae13aa-6876-4a4a-bd9b-aa1c1be34ad5;77,36150391;689801;7657687
id86ecc89f-d227-491a-b2e4-341be40fe4b0;604,6342344;644024,851;7683721,415
id8711abc5-7c29-4edb-a72c-a912a5551e36;16,00333899;647996,65;7667438,48
id872b26fe-1294-4170-9122-4b3636d3c8e3;62,75017704;639786,445;7693524,608
id877c3640-705a-46c0-bb6f-a4b58f47bed5;1201,00282;646992;7653270
id879f6d75-1901-4825-b49d-12b9ab29da9c;321,2708433;632960;7676677
id87a423e7-e7fc-44f1-8b09-66eb6bf8ca8b;13,54816179;647755,38;7667653,61
id87ea5e08-16db-4f6e-b86f-0bc727efe9fd;260,8834211;640262;7685759
id87f8f445-3b94-4db1-b26a-f5926ab7a0bb;13,22568182;645134,576;7663473,376
id8813d959-9c77-4663-ac7f-7f1679a66730;16,78722013;679541;7655492
id889c1bf6-b0fb-4abc-a247-cc4aeeb99263;24,30699169;648162,908;7667290,355
id889f4b5c-7e2d-4c05-aff9-6402e86cd462;213,454966;655433,452;7658547,367
id88a833dc-363e-43b7-ab62-a2db523756ca;32,48216534;654581,196;7671162,229
id88d56d39-d6ca-4fa3-8a40-50fec95dbc99;25,64458848;647917;7667400,11
id89291ec3-2ef9-439a-aede-6eb2d2a18467;39,4568407;681935;7662428
id89833f72-4198-48ec-a9ca-c3f70d8245d9;159,5865198;682543;7662155
id89a7ae04-2dd3-48f4-ab49-f0fc1960d09f;1315,147969;660939;7656841
id89d03a7c-e4a2-4182-acc2-672b830e8f7a;22,89032969;644782;7684365
id89e3cdaf-7241-447d-90d6-1311f6c6fd2d;23,76137384;686672;7658427
id89e950d0-794a-4db7-a40e-7ead6bcfa1e0;1974,095647;688722,9;7649462,47
id8a873512-f32c-4c84-8146-0944c4977903;23,67128276;647818,94;7667662,13
id8aa9a361-a025-4dca-9c58-8f3b3720fbd8;24,07906527;650712;7663605
id8af4a45d-9dc3-4c55-81f7-54a5db8bf8db;39,56630204;690065,837;7636626,774
id8b089903-ef07-4a0c-bfbd-48ab5b9bb233;33,34345033;679181,19;7656827,02
id8b89cb59-6f7d-494a-859a-688c6fcd3522;27,36284185;639626,2;7690839,83
id8bbfe295-fb8d-4c00-8a27-002f6dbf5fea;11,2606393;679465;7663625
id8c087601-63c3-4c74-95ae-6ad797dfb3cb;28,70815763;645048;7663588
id8c0ff45d-9dcf-46bd-adca-52efefd64467;465,0001816;633048,321;7677884,795
id8c5316cc-51e5-4dc1-96cc-a6589826d2a5;22,26477433;664346,308;7669759,953
id8cd10c74-2b56-4120-abab-b7eb19d45c3b;212,2633554;685406,635;7661978,695
id8ce67ac2-d33d-4bd9-854b-a95a30957198;21,97835378;639343,322;7697449,607
id8d271ee7-2ccc-4a9e-8c43-61f5e8fbe9f9;12,10886816;639522;7697671
id8d50d634-e1ad-458d-8a3e-2e796a980b04;12,52736819;679147;7657588
id8df813ff-3988-4c18-9464-19ff62790dc5;17,22406484;647734,609;7667627,186
id8dfe79a7-62a1-415f-8e80-c2c25cad9fb9;1419,161996;632026;7678058
id8e0cbf05-2eb9-4907-887b-248eea51c4d1;36,24896225;678747;7657666
id8e15c15b-bb8c-460b-b77e-36b5ba652089;16,73524257;648303,915;7667402,899
id8e16991f-b77d-4e4c-b6fe-1763c9bf4360;63,0206104;689097,39;7638489,84
id8e1d5f0f-3545-4b2b-a908-627aedfad3c7;20,60428894;688033;7657969
id8e2f1e74-adf9-4da9-a3b6-eec866d1a8a6;35,30587845;648395,49;7657312,5
id8ea76ebf-316e-47bf-8123-cd2f400baef2;796,089015;653530,227;7664751,551
id8ec21396-7ec2-462d-8c41-db4fc1527f1d;61,87991681;640105;7698262
id8f22bdb1-4a70-405c-8786-8352d12c85ab;216,6953435;656075;7646406
id8fb1c841-5f63-4df0-8022-16c55518b604;24,26065601;647824,26;7667272,38
id8fcdf050-b6ac-4d86-b0ee-1251a9a093bd;13,28617827;648131,203;7668020,45
id8fe46989-9eb0-4536-bf9d-b1a4dd5499ca;764,5430712;638254;7661976
id8ff2b49c-42c1-485f-8c92-2846af45cdec;18,01612113;639092;7697011
id900bf4db-b5c5-4914-b8fc-0d0755f7d379;22,25565979;658079,86;7663539,2
id908c3dcd-f674-4d8f-9608-94f2d3272e4e;45,49603441;687434;7647640
id90d59ba0-b528-47c7-a451-a6e5a4ea2cbd;109,4005917;671731;7662659
id910f53e2-9c34-4124-9b81-857a74244df1;669,3197072;647217;7662992
id9160d3fe-84d7-4c7c-b6c6-8b3d8754cec2;1697,275198;631591;7676034
id91d2d177-27ef-4cb6-b134-0e15d6191e15;14,82773498;648127,28;7668001,21
id92951b71-5c0e-40a4-9df9-93a056ba7c04;59,22063337;678711;7663627
id939d474c-3a37-4253-ac2c-4e449b723d41;22,2435057;647996,38;7667373,36
id93b407e5-7780-4722-915c-91edea7b896d;25,25707381;648234;7667517
id94fa3579-5f40-49ad-85a6-fe2198b5199c;63,05274552;674063;7662535
id951bad7b-337a-4c59-80a6-17d45f9fc694;13,60518176;648110,52;7667639,3
id957077d7-1af8-43d1-a831-39243ebde5f2;4216,616028;673345;7656712
id95744db0-db99-40d9-ab52-887e4443469b;85,62326654;690289;7657453
id95b803fc-7d77-463c-8aff-e1bc167be37f;28,92528009;639138;7685314
id95ba39c0-d6a0-49e4-b149-feced117d586;20,50536281;679710,76;7655044,9
id95faa8f2-9654-49e6-bb7c-d61ff36f6f2f;36,41091333;681701;7662564
id9611b447-3cd9-4c3d-9656-276aaf7b26c2;52,29970897;640256;7698142
id96910699-c6ad-43ca-b0be-92863ca2f9c5;102,3883286;639722,447;7679308,449
id9691a910-b4b1-4b58-8976-0ef143ef3970;1394,28104;661008,607;7656767,787
id97412e34-6af7-4301-bd65-42559dfba8cc;207,2880683;647909,211;7655143,159
id97468ac1-eaf7-4440-b5f9-f628ebe958a6;51,23529061;681077;7662884
id978b9aa4-39eb-47d7-98b2-a089c9f056cb;1233,733012;646038,445;7668550,683
id97ae4199-e51b-4e63-b046-f1a24c036c80;2289,850802;689466,872;7648811,684
id97e6b0fd-9bab-4234-96d6-41341f50e1de;9,815459008;649438;7657026
id98b673ad-6b75-4073-847d-13d028779e87;22,05496683;679081;7658104
id98d5d1d7-886d-4b2f-938d-378bd6a4bb04;87,0682542;645003,511;7674874,017
id993939ed-566f-4c22-81df-d5e2ef173513;25,87232685;679644,67;7663838,28
id9996bbc7-67ae-4a02-948a-a67eca09b8ad;11,73527465;648229,72;7667367,28
id9a18e597-9899-4590-a930-deaf924204cd;33,70967595;643056;7661160
id9a6f17cb-20f0-4e4a-8bb7-9145bdc14749;23,49532009;686767,196;7660933
id9a718abc-0c53-42ae-a3bb-78938944452a;138,8721304;664578;7659696
id9a908749-1cdb-44a6-b0f4-a5b6189a7dd5;165,1468713;658674,827;7663055,466
id9b26d2c5-4b4b-444f-8479-5d43c177bff6;95,24572157;633116,762;7677081,463
id9b2bf1bc-0f59-44ef-98d0-3c84015986e8;45,29651266;686756,7;7661018,58
id9b3992ee-8fdf-4353-aa65-5d1cd19a0c40;21,52516042;645542;7689481
id9b4edc5d-8f8d-4b5f-a395-f76dab4493ff;1756,610634;632876,25;7679682,334
id9b6330b9-a7b5-4dfd-9d92-5cbc108c6e2f;11,07236552;653850;7671794
id9b7c3a89-07f6-490f-92b0-c5b76fff40f0;1741,00001;663410,501;7640473,22
id9b7fc864-bab2-4987-8b4f-52b08dc871b3;42,57347367;686751,38;7660561,8
id9bfbf174-e98f-4777-b0ed-719059d828f3;487,581045;647186,507;7667666,506
id9c85df65-4e25-40ee-8852-11cfd12fda22;45,55832475;640847;7695393
id9c8795b0-eb0e-4072-94c3-f50e6d79aa10;11,12896738;642164;7676992,98
id9cdff910-4166-4721-9257-8a54416a9c6a;17,76533226;645244;7689818
id9d251f6f-74b0-4c10-9a94-4b08f70c74c4;25,61484609;639759;7691271
id9d68aaa1-351d-42b0-a47f-a6a8165e978b;15,16732539;675688,294;7661302,062
id9dfa6559-c012-4352-8a82-f92833e690d1;13,34340983;645379;7687404
id9e0fbda0-3ca5-41cc-8e28-fe402634cf01;253,6131709;658566;7663307
id9eb79043-98a2-42fb-9e25-ace57bfc1977;19,18491145;633385;7677029
id9ee65c21-0e08-495a-bf69-f0f03453b9a6;9,989527493;648235,906;7668093,399
id9f701c15-3c78-4901-b5ce-b2b44cade804;28,87298717;683092,69;7646077,4
id9fcd1ab9-6685-43e6-bd68-9314f7b1b622;14,19920182;651542;7661321
ida0079c3e-9e88-418c-8670-f0143ad4c1d5;7,396376355;658020,888;7653136,52
ida02e4741-fa1d-44f6-8b37-98835120a073;102,5374359;686777,42;7660259,89
ida0b1bb1c-fad7-41f5-847d-71da3a02a74d;6070,953109;695474,095;7625876,174
ida1aa91e7-4818-4ab4-a847-53cf726ed9fd;1216,612935;639146,28;7669541,5
ida1e2e51a-9d56-4113-9341-4927c9ff6940;17,09742675;647876,523;7667847,138
ida279d51b-5255-482c-a1f5-98db4faae450;15,23734633;683501,81;7645095,5
ida283475d-49d6-4775-9dc3-646132b53d77;48,31282816;641951;7677635
ida2be5c53-b98e-46b4-85ce-cec7e1a43123;48,16957534;647555,772;7655599,596
ida2c24d19-8e26-4f0c-a3ed-6071abea6c01;926,6275322;649287,364;7666986,277
ida3216fb6-fab2-4430-bca4-6491ba301161;35,34395822;674037,401;7664838,113
ida32511d0-b689-4a60-865b-fdacb436c6d5;16,0712144;647957,9;7667471,08
ida32b898a-3eeb-4f87-8892-0986b4881658;37,15066654;639235;7696023
ida38192be-682a-4a9d-b5eb-867d9bdea314;19,74946814;685718;7662034
ida3846ff3-aa5b-495f-867c-e8523a593f6e;11,91831498;642315;7671869
ida3bc6f13-8ea4-4585-9e9d-b242f81b5c9e;22,13225845;648115;7667250
ida45cd97a-a598-4312-bd25-34db7c9b25a2;110,225199;633755;7675463
ida4be75f6-7a40-485c-8864-86645fe00b2f;22,62617144;686840,3;7660749,44
ida4df9e0d-a36e-455c-b8d4-2c5b52997704;54,46171628;656200,179;7648708,168
ida5295e11-7079-41a4-8392-35aebf5ce560;19,45636688;648118,41;7667684,19
ida550c203-9b11-45cf-b412-816d66563aef;15,16746672;648013,15;7667499,372
ida56203dd-5e9a-4730-99d3-e10e08d124e5;38,19278067;640512,234;7669360,026
ida5624613-8335-498f-8a44-bb409b42b6fc;9,431766136;645574,96;7689439,865
ida5a5a9f3-ddad-4eda-878e-a9bc8bb59a7e;13,36166448;647942,218;7667444,317
ida6a64db8-9788-4ea2-8ec0-c256a6fce0ee;395,4768447;640002;7687018
ida6e81fd9-b134-415d-9f0e-139087ef0144;824,8377595;660385;7656645
ida728aa18-2b36-4330-b029-1c06ff1b66f4;22,2393584;658699,858;7672880,142
ida73f922d-eff2-4280-923c-b73c24b4659b;16,38383937;648114,405;7667328,23
ida7b431b6-a86e-41ac-8944-6f11068591e5;270,7108867;645501;7684223
ida826b694-71de-473b-aecd-575169c8636d;17,29979576;683090,799;7661711,226
